,method,observation_sequence,n_states,time,log_prob
84,bw_only,1,4,0.0006478000432252884,-3.36507140620793
85,ga_and_bw,1,4,9.366224099998362,-3.195193156616296
86,random_only,1,4,0.0002490000333636999,-7.249923738363226
87,ga_only,1,4,9.25985169998603,-3.687295170653178
88,bw_only,2,4,0.0007195000071078539,-6.408223661834906
89,ga_and_bw,2,4,1.2965501999715343,-8.501280121668728
90,random_only,2,4,0.00018839997937902808,-20.148769952411353
91,ga_only,2,4,1.284994599991478,-9.351869590379382
92,bw_only,3,4,0.0005193999968469143,-3.295836866004329
93,ga_and_bw,3,4,1.1777678999933414,-2.7727262187703006
94,random_only,3,4,0.00019019999308511615,-8.762640652189303
